2500 2.319985202 2.310282112 2.311510644 2.320521262 2.320522717 2.311508946 2.302513466 2.320562334 2.320514987 2.318792994
5000 4.859751 4.858536287 4.860962061 4.88020705 4.840624285 4.860941311 4.880035016 4.858508363 4.880165756 4.878863241
10000 9.961012043 9.960720889 9.999633087 9.994268359 10.000088575 9.960698138 10.000292207 9.997063897 9.99369342 10.000274315
20000 19.898646417 19.982009514 19.903835548 19.976700867 19.899051438 19.903704638 19.9039972 19.97658343 19.826095894 19.976759607
40000 39.634485718 39.789703865 39.634541569 39.945476566 39.946974967 39.946487618 39.944994019 39.780575138 39.935144531 39.945898793
80000 79.835481772 79.356872826 79.857871603 79.525315278 79.836855389 79.855487659 79.857393218 79.829271645 79.835959913 79.856083284
160000 159.890259524 159.93207857 159.383516134 159.848674248 159.888890749 159.886513821 159.932467342 159.891257867 159.071649559 159.930282261
320000 318.563940989 318.478871853 319.818971077 239.861252455 319.683662162 319.733974968 317.327752639 319.724437875 318.602653482 318.39460432
640000 637.03257169 634.312351454 634.355975851 634.36355613 634.360194813 639.309805459 639.201059076 639.518336492 636.92430014 639.349879828
