16 124.045575099 32.017662753 77.8246682549 41.8243051509 65.7581861079 40.8816902929 95.0634119003 58.8307316345 24.4437979337 75.8596139446 44.0798734422 50.4404053963 35.1442385143 76.3610923196 62.1407253835 27.9404400347 51.3871115804 23.0499044084 68.480656045 25.3539061625 55.505396494 66.0343803569 90.8079957538 49.4618609073 61.3990006559 62.4544950146 46.3455140963 86.2616655602 101.24058535 40.6733155947 108.873863697 61.683500691 65.545601733 69.5732278857 35.070050187 76.6555301814 43.5777027085 55.1341713138 22.6103334486 93.6594272916 23.755901146 102.475752734 44.1999439695 73.9560412468 19.5408155646 67.3714248952 35.4396189913 48.0495237659 62.5590309065 31.4581255439 106.890214891 47.2868692027 107.704364984 47.3326233356 86.2468401916 60.9013419477 67.9604538059 52.3421231342 20.6063787617 59.8244377336 30.5791962545 58.7962202424 25.62158982 77.0190700645 50.6970692716 119.101402124 97.2170447891 77.0280629979 133.948216837 76.9480938648 131.114176832
32 50.3336954561 42.1954887979 40.0181987103 42.5100936614 49.8648497225 34.7268484258 51.756031938 39.4129511858 48.8630893748 71.4369502421 49.5536047416 36.8335578883 43.3383741979 46.0328043863 37.9012587268 61.1636289509 66.7326071212 50.5299829398 51.18152246 39.7834628772 30.9976166334 59.1509782813 77.1771987326 59.9116094755 51.1600782923 45.5471187041 64.9837233193 45.4005652591 39.8830379395 42.8540462971 49.7806582664 38.3960369866 40.1605799425 63.9484334183 51.5788884253 50.2718984399 76.2063235769 56.5085442288 42.1063065677 61.8454372889 78.2951127863 65.2888106738 64.9363803308 85.7265886661 77.4649430845 56.1851200429 85.0272065058 55.7180189298 29.1362304592 26.9342833233 46.0201961198 39.8317827063 50.8370634252 54.0904780052 58.7026665441 40.1927221768 57.9643353457 52.1027272329 56.4660991889 34.8845325917 65.8958580692 42.9782980636 47.527399657 51.7345828251 31.6626469023 37.2202856899 32.9884315094 44.82643846
64 86.4488036791 78.1335304502 74.6337406643 78.3461635395 73.3313666947 88.7610407135 78.5575831273 139.464852881 156.208629622 134.183389027 134.721867833 136.292408205 150.569159486 128.982356715 86.2370458924 90.8006394923 83.7460065872 85.6202904092 74.966242247 85.0184124228 70.447608308 63.8543319356 62.657098757 65.3731686318 69.7831484724 59.2084560503 51.4117150651 79.755329088 81.3919194016 74.5592210363 81.819247287 74.2572934988 78.5893159433 71.1812479991 73.0903567964 123.941115472 105.669098373 110.420558551 123.677569547 125.209005822 119.737813334 117.135909281 109.2386015 95.7266543933 93.8600743367 95.2339894816 112.93655256 101.914041518 120.292056732 95.5576728988 110.496636192 101.203399282 115.976836546 99.6118800063 125.706230987 114.579493382 85.5747142259 78.2461715624 71.5271503673 78.9569061862 67.0569865533 62.4752867337 76.5674628523 58.5412676923 66.6691540691 59.9710146619 49.8499862858 51.2958769333 57.9183490076 61.1165472157
