16 19.4938142509 18.6894528752 7.54730700719 13.6321913211 10.6378667846 19.2610860675 7.54790511384 13.4515346951 17.640090574 23.3443123794 27.2938791942 13.2541742391 13.408087857 7.98273898259 13.8487545811 12.9961438105 15.8912442355 16.3074943846 12.5634144806 8.6467014979 15.6289918781 12.4681112828 38.6772559728 18.0020462021 17.8887241642 13.6048676592 19.3187635508 13.8528574557 11.600592231 17.3558889459 15.3386638105 41.2265657267 10.0112606072 16.101468692 13.8080595146 11.6816546568 17.4033739288 13.0386634373 10.9881689846 26.0424859881 10.0449132907 14.7213117021 11.0165277462 17.4531834377 11.2128445226 21.1999746279 15.1579051491 13.2837231892 8.43954557497 10.4729438486 22.7321552225 17.3672901355 12.2721427269 25.9823529156 21.3454842014 17.7725355862 20.4458293417 9.9041297928 11.2086744093 12.0744743718 10.6111944997 14.8089422819 24.0832930527 18.4875967879 20.3993895164 5.78454101017 16.1976836919 24.4831220444 10.099830355 17.2640797839
32 14.6824349834 13.2596098445 21.7117934841 15.0457865607 14.463144273 16.1780702953 20.591252652 19.7566353424 17.2961231126 20.840285948 17.8268143171 14.89097953 20.3062518955 16.3920131406 22.9512646422 20.9963027074 32.7101608803 19.2104922786 14.9898780957 42.7021609752 20.941593372 20.830386537 15.6477173041 22.6665014639 27.1558504859 12.4749593569 9.43017952495 14.6469714657 15.7548977794 19.4314810149 17.7259810406 23.755348633 9.90333048905 22.6482710688 21.9013314306 21.9438487462 16.4463996316 19.4572448687 32.6340058954 11.8922566775 20.888006702 14.3436270952 15.352123288 20.4984489247 18.7429851921 11.0087745361 20.6214007697 19.3176062124 38.8905782674 24.1852070969 18.020165373 16.9804002978 17.0807305613 21.8457696401 20.1356879919 17.7214700005 23.1419237423 14.620669687 14.1607697944 8.85048777884 15.9875910324 10.8505342588 22.5713751936 7.44811352269 15.93961811 16.7218884131 16.1477551938 19.1328642995 14.8151313177 20.3822380894 16.9612419852
64 21.2119625288 28.1535844554 24.7334906313 17.979330021 19.8119860123 17.1364736616 18.9487612008 23.4360141852 22.1154630606 33.5811120268 22.0875241896 25.4124329111 22.6260077193 21.5688317076 22.4699291566 21.9309087227 22.7808818649 30.1803917217 14.0371028034 28.6366419442 29.4872686255 32.6726357541 18.6888094809 18.2086892919 23.810663694 25.6526208148 22.0800623498 23.8812169617 18.613907087 26.8507135189 26.9347817102 28.1474346088 23.1254064555 21.605607486 25.6098769443 18.1410097066 18.7659072415 26.8255117515 21.6500720013 26.4637986764 21.2385390725 25.1463055828 24.3203819751 23.7968445602 19.1487272987 21.1906818391 28.4740531389 18.425626465 27.1845416314 34.2589208139 24.8581457217 14.9883147747 20.6746198835 19.4603283111 20.8154463213 23.3445456978 31.9643635218 30.533987159 25.5861768391 36.4437078038 26.9100746096 19.5737358339 25.1576506197 33.118350011 18.9445214789 30.1816405064 20.3309642068 29.1216244892 25.3356601213 31.5660577377 17.4921116749 13.3157507205 17.7492232202 17.7141015655
