0 954.0
1 926.0
2 1659.0
3 1677.0
4 1580.0
5 1534.0
6 1533.0
7 1538.0
8 1538.0
9 1535.0
10 1533.0
11 1536.0
12 1534.0
13 1537.0
14 1538.0
15 1536.0
16 1537.0
17 1539.0
18 1538.0
19 1594.0
20 1613.0
21 1656.0
22 1631.0
23 1673.0
24 1742.0
25 1815.0
26 1901.0
27 1989.0
28 2059.0
29 2146.0
30 2214.0
31 2262.0
32 2310.0
33 2345.0
34 2352.0
35 2353.0
36 2333.0
37 2293.0
38 2248.0
39 2197.0
40 2120.0
41 2039.0
42 1952.0
43 1847.0
44 1766.0
45 1692.0
46 1630.0
47 1587.0
48 1546.0
49 1542.0
50 1533.0
51 1533.0
52 1536.0
53 1534.0
54 1533.0
55 1535.0
56 1532.0
57 1541.0
58 1542.0
59 1536.0
60 1138.0 1137.0 1135.0
