0.0 1286.0
1.0 1201.0
2.0 1756.0
3.0 1629.0
4.0 1559.0
5.0 1536.0
6.0 1538.0
7.0 1533.0
8.0 1543.0
9.0 1537.0
10.0 1533.0
11.0 1538.0
12.0 1540.0
13.0 1542.0
14.0 1541.0
15.0 1542.0
16.0 1542.0
17.0 1544.0
18.0 1541.0
19.0 1627.0
20.0 1627.0
21.0 1655.0
22.0 1634.0
23.0 1693.0
24.0 1767.0
25.0 1849.0
26.0 1936.0
27.0 2018.0
28.0 2103.0
29.0 2173.0
30.0 2239.0
31.0 2279.0
32.0 2314.0
33.0 2346.0
34.0 2351.0
35.0 2343.0
36.0 2316.0
37.0 2276.0
38.0 2223.0
39.0 2160.0
40.0 2077.0
41.0 1992.0
42.0 1919.0
43.0 1831.0
44.0 1745.0
45.0 1667.0
46.0 1605.0
47.0 1567.0
48.0 1547.0
49.0 1642.0
50.0 1695.0
51.0 1614.0
52.0 1586.0
53.0 1540.0
54.0 1536.0
55.0 1536.0
56.0 1541.0
57.0 1539.0
58.0 1537.0
59.0 1532.0
