0 845.0
1 761.0
2 1250.0
3 1282.0
4 1284.0
5 1407.0
6 1716.0
7 2272.0
8 1551.0
9 1533.0
10 1529.0
11 1526.0
12 1529.0
13 1536.0
14 1535.0
15 1534.0
16 1532.0
17 1537.0
18 1534.0
19 1598.0
20 1605.0
21 1637.0
22 1635.0
23 1681.0
24 1755.0
25 1822.0
26 1911.0
27 1996.0
28 2078.0
29 2158.0
30 2214.0
31 2261.0
32 2300.0
33 2328.0
34 2349.0
35 2339.0
36 2323.0
37 2280.0
38 2237.0
39 2183.0
40 2112.0
41 2023.0
42 1934.0
43 1842.0
44 1765.0
45 1690.0
46 1634.0
47 1586.0
48 1550.0
49 1570.0
50 1580.0
51 1578.0
52 1554.0
53 1542.0
54 1537.0
55 1530.0
56 1537.0
57 1534.0
58 1536.0
59 1535.0
60 1134.0
61 1531.0
62 1135.0
