0 0.0
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 10.0
21 16.0
22 51.0
23 52.0
24 36.0
25 30.0
26 38.0
27 9.0
28 11.0
29 6.0
30 7.0
31 2.0
32 10.0
33 8.0
34 13.0
35 6.0
36 12.0
37 15.0
38 50.0
39 22.0
40 21.0
41 53.0
42 47.0
43 31.0
44 34.0
45 33.0
46 20.0
47 35.0
48 27.0
49 8.0
50 0.0
51 0.0
52 0.0
53 0.0
54 0.0
55 1.0
56 0.0
57 1.0
58 0.0
59 0.0
60 0.0
61 0.0
62 0.0
